medal;country;athlete_name;games;sport;event;sex
2;Ukraine;Оксана Цыгулева;Australia;Trampoline;individual;Women's
2;Ukraine;Евгений Буслович;Australia;Wrestling Freestyle;54 - 58kg;Men's
2;Ukraine;Давид Солдадзе;Australia;Wrestling Greco-Roman;85 - 97kg;Men's
3;Ukraine;Роман Щуренко;Australia;Athletics;long jump;Men's
3;Ukraine;Елена Говорова;Australia;Athletics;triple jump;Women's
3;Ukraine;Владимир Сидоренко;Australia;Boxing;48 - 51kg (flyweight);Men's
3;Ukraine;Сергей Данильченко;Australia;Boxing;51 - 54kg (bantamweight);Men's
3;Ukraine;Андрей Федчук;Australia;Boxing;75 - 81kg (light-heavyweight);Men's
3;Ukraine;Ирина Янович;Australia;Cycling Track;sprint individual;Women's
3;Ukraine;;Australia;Diving;synchronized diving 3m springboard;Women's
3;Ukraine;Александр Береш;Australia;Gymnastics Artistic;individual all-round;Men's
3;Ukraine;Руслан Машуренко;Australia;Judo;81 - 90kg (middleweight);Men's
3;Ukraine;;Australia;Sailing;470 - Two Person Dinghy;Women's
1;Ukraine;Валерий Гончаров;Greece;Gymnastics Artistic;parallel bars;Men's
1;Ukraine;Елена Костевич;Greece;Shooting;10m air pistol;Women's
1;Ukraine;Яна Клочкова;Greece;Swimming;200m individual medley;Women's
1;Ukraine;Яна Клочкова;Greece;Swimming;400m individual medley;Women's
1;Ukraine;Юрий Никитин;Greece;Trampoline;individual;Men's
1;Ukraine;Наталья Скакун;Greece;Weightlifting;58 - 63kg (middleweight);Women's
1;Ukraine;Эльбрус Тедеев;Greece;Wrestling Freestyle;60 - 66kg;Men's
1;Ukraine;Ирина Мерлени;Greece;Wrestling Freestyle;- 48kg;Women's
2;Ukraine;Елена Красовска;Greece;Athletics;100m hurdles;Women's
2;Ukraine;Роман Гонтюк;Greece;Judo;73 - 81kg (half-middleweight);Men's
2;Ukraine;Родион Лука/Георгий Леончук;Greece;Sailing;49er - Skiff;Mixed
2;Ukraine;Светлана Матевушева/Ганна Калинина/Руслана Таран;Greece;Sailing;Yngling - Keelboat;Women's
2;Ukraine;Игорь Разоренов;Greece;Weightlifting;94 - 105kg (heavyweight);Men's
3;Ukraine;;Greece;Archery;team (FITA Olympic round - 70m);Men's
3;Ukraine;Татьяна Терещук-Антипова;Greece;Athletics;400m hurdles;Women's
3;Ukraine;Виктория Степина;Greece;Athletics;high jump;Women's
3;Ukraine;;Greece;Canoe Sprint;K-4 500m (kayak four);Women's
3;Ukraine;Владислав Третьяк;Greece;Fencing;sabre individual;Men's
3;Ukraine;Анна Бессонова;Greece;Gymnastics Rhythmic;individual all-round;Women's
3;Ukraine;;Greece;Handball;handball;Women's
3;Ukraine;;Greece;Rowing;quadruple sculls without coxswain;Men's
3;Ukraine;Андрей Сердинов;Greece;Swimming;100m butterfly;Men's
3;Ukraine;Lilia VAYGINA-EFREMOVA;Italy;Biathlon;7.5km sprint;Women's
3;Ukraine;Elena GRUSHINA/Ruslan GONCHAROV;Italy;Figure skating;ice dancing;Mixed
1;Ukraine;Viktor RUBAN;China;Archery;individual (FITA Olympic round - 70m);Men's
1;Ukraine;Natallia DOBRYNSKA;China;Athletics;heptathlon;Women's
1;Ukraine;Vasyl LOMACHENKO;China;Boxing;54 - 57kg (featherweight);Men's
1;Ukraine;Inna OSYPENKO;China;Canoe Sprint;K-1 500m (kayak single);Women's
1;Ukraine;Olga KHARLAN/Olena KHOMROVA/Olha ZHOVNIR/Galyna PUNDYK;China;Fencing;sabre team;Women's
1;Ukraine;Artur AIVAZIAN;China;Shooting;50m rifle prone;Men's
1;Ukraine;Oleksandr PETRIV;China;Shooting;25m rapid fire pistol;Men's
2;Ukraine;Iryna LISHCHYNSKA;China;Athletics;1500m;Women's
2;Ukraine;Olena ANTONOVA;China;Athletics;discus throw;Women's
2;Ukraine;Yuriy SUKHORUKOV;China;Shooting;50m rifle 3 positions;Men's
2;Ukraine;Andriy STADNIK;China;Wrestling Freestyle;60 - 66kg;Men's
3;Ukraine;Nataliya TOBIAS;China;Athletics;1500m;Women's
3;Ukraine;Vyacheslav GLAZKOV;China;Boxing;+ 91kg (super heavyweight);Men's
3;Ukraine;Yuriy CHEBAN;China;Canoe Sprint;C-1 500m (canoe single);Men's
3;Ukraine;Lesya KALITOVSKA;China;Cycling Track;individual pursuit;Women's
3;Ukraine;Oleksiy PRYGOROV/Illya KVASHA;China;Diving;synchronized diving 3m springboard;Men's
3;Ukraine;Oleksandr VOROBIOV;China;Gymnastics Artistic;rings;Men's
3;Ukraine;Anna BESSONOVA;China;Gymnastics Rhythmic;individual all-round;Women's
3;Ukraine;Roman GONTIUK;China;Judo;73 - 81kg (half-middleweight);Men's
3;Ukraine;Taras DANKO;China;Wrestling Freestyle;74 - 84kg;Men's
3;Ukraine;Irini MERLENI;China;Wrestling Freestyle;- 48kg;Women's
3;Ukraine;Armen VARDANYAN;China;Wrestling Greco-Roman;60 - 66kg;Men's
1;Ukraine;Vasyl LOMACHENKO;Great Britain;Boxing;56 - 60kg (lightweight);Men's
1;Ukraine;Oleksandr USYK;Great Britain;Boxing;81 - 91kg (heavyweight);Men's
1;Ukraine;Yuriy CHEBAN;Great Britain;Canoe Sprint;C-1 200m (canoe single);Men's
1;Ukraine;Yana SHEMYAKINA;Great Britain;Fencing;épée individual;Women's
1;Ukraine;Nataliya DOVGODKO/Anastasiia KOZHENKOVA/Yana DEMENTYEVA/Kateryna TARASENKO;Great Britain;Rowing;quadruple sculls without coxswain;Women's
2;Ukraine;Denys BERINCHYK;Great Britain;Boxing;60 - 64kg (light-welterweight);Men's
2;Ukraine;Inna OSYPENKO;Great Britain;Canoe Sprint;K-1 200m (kayak single);Women's
2;Ukraine;Inna OSYPENKO;Great Britain;Canoe Sprint;K-1 500m (kayak single);Women's
2;Ukraine;Valerii ANDRIITSEV;Great Britain;Wrestling Freestyle;84 - 96kg;Men's
3;Ukraine;Olesya POVH/Hrystyna STUY/Mariya RYEMYEN/Yelyzaveta BRYZGINA;Great Britain;Athletics;4x100m relay;Women's
3;Ukraine;Alina Lohvynenko/Hanna Yaroshchuk/Olha Zemlyak/Nataliya Pyhyda;Great Britain;Athletics;4x400m relay;Women's
3;Ukraine;Olga SALADUKHA;Great Britain;Athletics;triple jump;Women's
3;Ukraine;Taras SHELESTYUK;Great Britain;Boxing;64 - 69kg (welterweight);Men's
3;Ukraine;Oleksandr GVOZDYK;Great Britain;Boxing;75 - 81kg (light-heavyweight);Men's
3;Ukraine;Olga KHARLAN;Great Britain;Fencing;sabre individual;Women's
3;Ukraine;Igor RADIVILOV;Great Britain;Gymnastics Artistic;vault;Men's
3;Ukraine;Olena KOSTEVYCH;Great Britain;Shooting;10m air pistol;Women's
3;Ukraine;Olena KOSTEVYCH;Great Britain;Shooting;25m pistol;Women's
3;Ukraine;Iulia Paratova;Great Britain;Weightlifting;48 - 53kg (featherweight);Women's
1;Ukraine;Valj SEMERENKO/Juliya DZHYMA/Vita SEMERENKO/Olena PIDHRUSHNA;Russian Federation;Biathlon;4x6km relay;Women's
3;Ukraine;Vita SEMERENKO;Russian Federation;Biathlon;7.5km sprint;Women's
1;Ukraine;CHEBAN Iurii;Brazil;Canoe Sprint;C-1 200m (canoe single);Men's
1;Ukraine;VERNIAIEV Oleg;Brazil;Gymnastics Artistic;parallel bars;Men's
2;Ukraine;Ukraine;Brazil;Fencing;sabre team;Women's
2;Ukraine;VERNIAIEV Oleg;Brazil;Gymnastics Artistic;individual all-round;Men's
2;Ukraine;TYMOSHCHENKO Pavlo;Brazil;Modern Pentathlon;individual competition;Men's
2;Ukraine;KULISH Serhiy;Brazil;Shooting;10m air rifle;Men's
2;Ukraine;BELENIUK Zhan;Brazil;Wrestling Greco-Roman;85kg;Men's
3;Ukraine;BONDARENKO Bohdan;Brazil;Athletics;high jump;Men's
3;Ukraine;Ianchuk/Mishchuk;Brazil;Canoe Sprint;C-2 1000m (canoe double);Men's
3;Ukraine;KHARLAN Olga;Brazil;Fencing;sabre individual;Women's
3;Ukraine;RIZATDINOVA Ganna;Brazil;Gymnastics Rhythmic;individual all-round;Women's
1;Ukraine;Oleksandr ABRAMENKO;Korea Republic;Freestyle Skiing;aerials;Men's
1;Ukraine;BELENIUK Zhan;Japan;Wrestling Greco-Roman;87kg;Men's
2;Ukraine;KHYZHNIAK Oleksandr;Japan;Boxing;69 - 75kg (middleweight);Men's
2;Ukraine;LUZAN Liudmyla/CHETVERIKOVA Anastasiia;Japan;Canoe Sprint;C-2 500m (canoe double);Women's
2;Ukraine;STARIKOVA Olena;Japan;Cycling Track;sprint individual;Women's
2;Ukraine;TERLIUGA Anzhelika;Japan;Karate;Kumite - 55kg;Women's
2;Ukraine;ROMANCHUK Mykhailo;Japan;Swimming;1500m freestyle;Men's
2;Ukraine;NASIBOV Parviz;Japan;Wrestling Greco-Roman;67kg;Men's
3;Ukraine;FIEDINA Marta/SAVCHUK Anastasiya;Japan;Artistic Swimming;duet;Women's
3;Ukraine;ALEKSIIVA Maryna/FIEDINA Marta/SAVCHUK Anastasiya/SYDORENKO Kseniya/ALEKSIIVA Vladyslava/REZNIK Kateryna/SHYNKARENKO Alina/YAKHNO Yelyzaveta;Japan;Artistic Swimming;team;Women's
3;Ukraine;MAHUCHIKH Yaroslava;Japan;Athletics;high jump;Women's
3;Ukraine;LUZAN Liudmyla;Japan;Canoe Sprint;C-1 200m (canoe single);Women's
3;Ukraine;REIZLIN Igor;Japan;Fencing;épée individual;Men's
3;Ukraine;BILODID Daria;Japan;Judo;- 48kg (extra-lightweight);Women's
3;Ukraine;HORUNA Stanislav;Japan;Karate;Kumite - 75kg;Men's
3;Ukraine;OMELCHUK Oleh/KOSTEVYCH Olena;Japan;Shooting;10m air pistol team;Mixed
3;Ukraine;ROMANCHUK Mykhailo;Japan;Swimming;800m freestyle;Men's
3;Ukraine;SVITOLINA Elina;Japan;Tennis;singles;Women's
3;Ukraine;KOLIADENKO Iryna;Japan;Wrestling Freestyle;62kg;Women's
3;Ukraine;CHERKASOVA Alla;Japan;Wrestling Freestyle;68kg;Women's
2;Ukraine;ABRAMENKO Oleksandr;China;Freestyle Skiing;aerials;Men's
1;Uruguay;F. URIARTE/Alfredo GHIERRA/P. ZINGONE/Santos URDINARAN/Andrés MAZALI/Pedro PETRONE/P. CASELLA/José ANDRADE/José NAYA/Z. SALDOMBIDE/Alfredo ZIBECHI/José VIDAL/Angel ROMANO/Pedro CEA/Pedro ARISPE/L. CHIAPPARA/Humberto TOMASINA/Antonio URDINARÁN/José NASAZZI/P. ETCHEGOYEN/P. SOMMA/Hector SCARONE;France;Football;football;Men's
1;Uruguay;Juan PIRIZ/Pedro CEA/José ANDRADE/René BORJAS/Pedro ARISPE/Roberto FIGUEROA/Héctor CASTRO/P. ANSELMO/A. MELOGNO/F. BATIGNANI/Adhemar CANAVESI/Pedro PETRONE/Andrés MAZALI/V. BARTIBAS/D. TEJERA/Alvaro GESTIDO/Antonio CAMPOLO/Juan ARREMÓN/Lorenzo FERNÁNDEZ/Hector SCARONE/José NASAZZI/Antonio URDINARÁN;Netherlands;Football;football;Men's
3;Uruguay;Guillermo DOUGLAS;United States;Rowing;single sculls (1x);Men's
2;Uruguay;Eduardo RISSO;Great Britain;Rowing;single sculls (1x);Men's
3;Uruguay;William JONES/Juan RODRÍGUEZ;Great Britain;Rowing;double sculls (2x);Men's
3;Uruguay;Hector GARCIA OTERO/Adesio LOMBARDO/Enrique BALIÑO/Carlos ROSSELLÓ/Nelson DEMARCO/Sergio MATTO/Martin ACOSTA Y LARA/Tabare LARRE BORGES/Héctor COSTA/Wilfredo PELAEZ/Victorio CIESLINSKAS/Roberto LOVERA;Finland;Basketball;basketball;Men's
3;Uruguay;Juan RODRÍGUEZ/Miguel SEIJAS;Finland;Rowing;double sculls (2x);Men's
3;Uruguay;Milton SCARÓN/Sergio MATTO/Oscar MOGLIA/Ramiro CORTES/Nelson DEMARCO/Nelson CHELLE/Carlos GONZALEZ/Carlos BLIXEN/Héctor COSTA/Raúl MERA/Hector GARCIA OTERO/Ariel OLASCOAGA;Australia / Sweden;Basketball;basketball;Men's
3;Uruguay;Washington RODRIGUEZ;Japan;Boxing;51 - 54kg (bantamweight);Men's
2;Uruguay;Милтон Винантс;Australia;Cycling Track;points race;Men's
1;Uzbekistan;Lina CHERYAZOVA;Norway;Freestyle Skiing;aerials;Women's
2;Uzbekistan;Багдасаров;United States;Judo;78 - 86kg (middleweight);Men's
3;Uzbekistan;Тулаганов;United States;Boxing;67 - 71kg (light-middleweight);Men's
1;Uzbekistan;Махамадкадыз Абдуллаев;Australia;Boxing;60 - 63.5kg (light-welterweight);Men's
2;Uzbekistan;Артур Таймазов;Australia;Wrestling Freestyle;97 - 130kg;Men's
3;Uzbekistan;Сергей Михайлов;Australia;Boxing;75 - 81kg (light-heavyweight);Men's
3;Uzbekistan;Рустам Саидов;Australia;Boxing;+ 91kg (super heavyweight);Men's
1;Uzbekistan;Артур Таймазов;Greece;Wrestling Freestyle;96 - 120kg;Men's
1;Uzbekistan;Александр Доктуришвили;Greece;Wrestling Greco-Roman;66 - 74kg;Men's
2;Uzbekistan;Магомед Ибрагимов;Greece;Wrestling Freestyle;84 - 96kg;Men's
3;Uzbekistan;Баходирджон Соолтонов;Greece;Boxing;51 - 54kg (bantamweight);Men's
3;Uzbekistan;Уткирбек Хайдаров;Greece;Boxing;75 - 81kg (light-heavyweight);Men's
2;Uzbekistan;Abdullo TANGRIEV;China;Judo;+ 100kg (heavyweight);Men's
3;Uzbekistan;Anton FOKIN;China;Gymnastics Artistic;parallel bars;Men's
3;Uzbekistan;Rishod SOBIROV;China;Judo;- 60 kg;Men's
3;Uzbekistan;Ekaterina KHILKO;China;Trampoline;individual;Women's
3;Uzbekistan;Abbos ATOEV;Great Britain;Boxing;69 - 75kg (middleweight);Men's
3;Uzbekistan;Rishod SOBIROV;Great Britain;Judo;- 60 kg;Men's
3;Uzbekistan;Ivan Efremov;Great Britain;Weightlifting;94 - 105kg (heavyweight);Men's
1;Uzbekistan;DUSMATOV Hasanboy;Brazil;Boxing;- 49kg (light-flyweight);Men's
1;Uzbekistan;ZOIROV Shakhobidin;Brazil;Boxing;49 - 52kg (flyweight);Men's
1;Uzbekistan;GAIBNAZAROV Fazliddin;Brazil;Boxing;60 - 64kg (light-welterweight);Men's
1;Uzbekistan;NURUDINOV Ruslan;Brazil;Weightlifting;94 - 105kg (heavyweight);Men's
2;Uzbekistan;GIYASOV Shakhram;Brazil;Boxing;64 - 69kg (welterweight);Men's
2;Uzbekistan;MELIKUZIEV Bektemir;Brazil;Boxing;69 - 75kg (middleweight);Men's
3;Uzbekistan;AKHMADALIEV Murodjon;Brazil;Boxing;52 - 56kg (bantamweight);Men's
3;Uzbekistan;TULAGANOV Rustam;Brazil;Boxing;81 - 91kg (heavyweight);Men's
3;Uzbekistan;UROZBOEV Diyorbek;Brazil;Judo;- 60 kg;Men's
3;Uzbekistan;SOBIROV Rishod;Brazil;Judo;60 - 66kg (half-lightweight);Men's
3;Uzbekistan;NAVRUZOV Ikhtiyor;Brazil;Wrestling Freestyle;65kg;Men's
3;Uzbekistan;IBRAGIMOV Magomed Idrisovitch;Brazil;Wrestling Freestyle;97kg;Men's
3;Uzbekistan;TASMURADOV Elmurat;Brazil;Wrestling Greco-Roman;59kg;Men's
1;Uzbekistan;JALOLOV Bakhodir;Japan;Boxing;+ 91kg (super heavyweight);Men's
1;Uzbekistan;RASHITOV Ulugbek;Japan;Taekwondo;58 - 68 kg;Men's
1;Uzbekistan;DJURAEV Akbar;Japan;Weightlifting;109kg;Men's
3;Uzbekistan;BOBONOV Davlat;Japan;Judo;81 - 90kg (middleweight);Men's
3;Uzbekistan;ABDURAKHMONOV Bekzod;Japan;Wrestling Freestyle;74kg;Men's
3;Venezuela;Arnoldo DEVONISH;Finland;Athletics;triple jump;Men's
3;Venezuela;Enrico FORCELLA PELLICCIONI;Italy;Shooting;50m rifle prone;Men's
1;Venezuela;Francisco RODRIGUEZ;Mexico;Boxing;- 48kg (light-flyweight);Men's
2;Venezuela;Pedro José GAMARRO;Canada;Boxing;63.5 - 67kg (welterweight);Men's
2;Venezuela;Bernardo Jose PINANGO;USSR;Boxing;51 - 54kg (bantamweight);Men's
3;Venezuela;Jose Marcelino BOLIVAR;United States;Boxing;- 48kg (light-flyweight);Men's
3;Venezuela;Omar CATARI PERAZA;United States;Boxing;54 - 57kg (featherweight);Men's
3;Venezuela;Rafael Antonio VIDAL CASTRO;United States;Swimming;200m butterfly;Men's
3;Venezuela;Адриана Кармона;Greece;Taekwondo;+ 67 kg;Women's
3;Venezuela;Исраэль Риверо;Greece;Weightlifting;56 - 62kg (featherweight);Men's
3;Venezuela;Dalia CONTRERAS;China;Taekwondo;- 49 kg;Women's
1;Venezuela;Ruben D. LIMARDO GASCON;Great Britain;Fencing;épée individual;Men's
2;Venezuela;ROJAS Yulimar;Brazil;Athletics;triple jump;Women's
2;Venezuela;FINOL Yoel Segundo;Brazil;Boxing;49 - 52kg (flyweight);Men's
3;Venezuela;HERNANDEZ Stefany;Brazil;Cycling BMX Racing;racing individual;Women's
1;Venezuela;ROJAS Yulimar;Japan;Athletics;triple jump;Women's
2;Venezuela;DHERS Daniel;Japan;Cycling BMX Freestyle;freestyle park individual;Men's
2;Venezuela;MAYORA PERNIA Julio Ruben;Japan;Weightlifting;73kg;Men's
2;Venezuela;VALLENILLA SANCHEZ Keydomar Giovan.;Japan;Weightlifting;96kg;Men's
2;Vietnam;Хиу Нган Тран;Australia;Taekwondo;49 - 57 kg;Women's
2;Vietnam;Anh Tuan HOANG;China;Weightlifting;- 56kg (bantamweight);Men's
3;Vietnam;Trần Lê Quốc Toàn;Great Britain;Weightlifting;- 56kg (bantamweight);Men's
1;Vietnam;HOANG Xuan Vinh;Brazil;Shooting;10m air pistol;Men's
2;Vietnam;HOANG Xuan Vinh;Brazil;Shooting;50m pistol;Men's
3;Zambia;Keith MWILA;United States;Boxing;- 48kg (light-flyweight);Men's
2;Zambia;Матете;United States;Athletics;400m hurdles;Men's
1;Zimbabwe;Sarah ENGLISH/Brenda Joan PHILLIPS/Sonia ROBERTSON/Maureen Jean GEORGE/Susan HUGGETT/Elizabeth Muriel CHASE/Helen VOLK/Arlene Nadine BOXHALL/Ann Marry Gwynne GRANT/Patricia Jean MCKILLOP/Patricia Joan DAVIES/Linda Margaret WATSON/Gillian Margaret COWLEY/Sandra CHICK/Christine PRINSLOO/Anthea Doreen STEWART;USSR;Hockey;hockey;Women's
1;Zimbabwe;Кристи Ковентри;Greece;Swimming;200m backstroke;Women's
2;Zimbabwe;Кирсти Ковентри;Greece;Swimming;100m backstroke;Women's
3;Zimbabwe;Кирсит Ковентри;Greece;Swimming;200m individual medley;Women's
1;Zimbabwe;Kirsty COVENTRY;China;Swimming;200m backstroke;Women's
2;Zimbabwe;Kirsty COVENTRY;China;Swimming;100m backstroke;Women's
2;Zimbabwe;Kirsty COVENTRY;China;Swimming;200m individual medley;Women's
2;Zimbabwe;Kirsty COVENTRY;China;Swimming;400m individual medley;Women's
2;Netherlands Antilles;Jan D. BOERSMA;Korea Republic;Sailing;board (division II);Men's
1;Russian Empire;Nikolay PANIN-Kolomenkin;Great Britain;Figure skating;special figures;Men's
2;Russian Empire;Nikolay ORLOV;Great Britain;Wrestling Greco-Roman;- 66.6kg (lightweight);Men's
2;Russian Empire;Aleksandr PETROV;Great Britain;Wrestling Greco-Roman;+ 93kg (super heavyweight);Men's
2;Russian Empire;Georgi DE PANTELEYMONOFF/Nikolaï DE MELNITSKY/Pavel DE WEYLOCHNIKOFF/Amos DE KACHE;Sweden;Shooting;30m army pistol, team;Men's
2;Russian Empire;Martin KLEIN;Sweden;Wrestling Greco-Roman;67.5 - 75kg (middleweight);Men's
3;Russian Empire;Mikhaïl Maksimilian KUSIK;Sweden;Rowing;single sculls (1x);Men's
3;Russian Empire;Filip STRAUCH/Esper Konstantinovich Beloselsky-Belozersky/Nikolaï PUSCHNITSKY/Iossif SCHOMAKER/Karl LINDBLOM/Ernest BRASCHE/Aleksandr RODIONOV;Sweden;Sailing;10m;Mixed
3;Russian Empire;Harry BLAU;Sweden;Shooting;Trap;Men's
1;Mixed Team;John BOLAND (GBR)/Friedrich TRAUN (GER);Greece;Tennis;doubles;Men's
3;Mixed Team;Edwin FLACK (AUS)/George Stuart ROBERTSON (GBR);Greece;Tennis;doubles;Men's
1;Mixed Team;John RIMMER (GBR)/Alfred TYSOE (GBR)/Charles BENNETT (GBR)/Sidney ROBINSON (GBR)/Stanley ROWLEY (AUS);France;Athletics;5000m team;Men's
1;Mixed Team;Roelof KLEIN (NED)/Unknown boy (FRA)/Francois Antoine BRANDT (NED)/Hermanus Gerardus BROCKMANN (NED);France;Rowing;pair-oared shell with coxswain;Men's
1;Mixed Team;Frantz REICHEL (FRA)/Charles GONDOUIN (FRA)/A. ALBERT (FRA)/André RISCHMANN (FRA)/Hubert Jean Daniel LEFEBVRE (FRA)/Vladimir AITOFF (FRA)/Victor LARCHANDET (FRA)/André ROOSEVELT (USA)/Alexandre PHARAMOND (FRA)/Jean COLLAS (FRA)/Jean-Guy GAUTIER (FRA)/Auguste GIROUX (FRA)/Jean BINOCHE (FRA)/Emile SARRADE (FRA)/Joseph OLIVIER (FRA)/Jean HERVE (FRA)/Constantin(Albert) HENRIQUEZ (HAI);France;Rugby;rugby;Men's
1;Mixed Team;William Exshaw (GBR)/Jacques Le Lavasseur (FRA)/ Frédéric Blanchy (FRA);France;Sailing;2-3t;Mixed
1;Mixed Team; Frédéric Blanchy (FRA)/William Exshaw (GBR)/Jacques Le Lavasseur (FRA);France;Sailing;2-3t;Mixed
1;Mixed Team;Thomas COE (GBR)/William Henry (GBR)/Frederick Stapleton (GBR)/Eric ROBINSON (GBR, didn’t participate)/George WILKINSON (GBR, didn’t participate)/William LISTER (GBR, didn’t participate)/Peter KEMP (GBR)/Robert Crawshaw (GBR)/John Arthur Jarvis (GBR)/Victor Lindberg (NZL)/Arthur ROBERTSON (GBR, didn’t participate)/John Henry DERBYSHIRE (GBR, didn’t participate);France;Water Polo;water polo;Men's
1;Mixed Team;Alfred RAWLINSON (GBR)/John Beresford (GBR)/Foxhall Parker KEENE (USA)/Dennis DALY (GBR)/Frank Jay MACKEY (USA);France;Polo;polo;Men's
1;Mixed Team;Eugen SCHMIDT (DEN)/Charles WINCKLER (DEN)/August NILSSON (SWE)/Edgar AABYE (DEN)/Gustaf SÖDERSTRÖM (SWE)/Karl Gustav STAAF (SWE);France;Tug of War;tug of war;Men's
2;Mixed Team;Max DECUGIS (FRA)/Basil Spalding DE GARMENDIA (USA);France;Tennis;doubles;Men's
2;Mixed Team;Hélène PREVOST (FRA)/Harold Sergerson MAHONY (GBR);France;Tennis;mixed doubles;Mixed
2;Mixed Team;Philip H. TOMALIN (FRA)/William T. ATTRILL (FRA)/William ANDERSON (GBR)/Robert HORNE (GBR)/W. BROWNING (GBR)/Timothée H. JORDAN (GBR)/F. ROQUES (FRA)/John BRAID (GBR)/Douglas ROBINSON (GBR)/Henry John TERRY (GBR)/Arthur MCEVOY (GBR)/A.J. SCHNEIDAU (GBR);France;Cricket;cricket;Men's
2;Mixed Team;Walter Selby BUCKMASTER (GBR)/Walter Adolph MCCREERY (USA)/Frederick Maitland FREAKE (GBR)/José COMTE DE MADRE (FRA);France;Polo;polo;Men's
2;Mixed Team;Pierre BASSET (FRA)/Charles GONDOUIN (FRA)/Émile SARRADE (FRA)/Jean COLLAS (FRA)/Joseph ROFFO (FRA)/Francis(Albert) HENRIQUEZ de Zubiría (COL);France;Tug of War;tug of war;Men's
3;Mixed Team;Ernest MOREAU De Melen (BEL)/Hilaire Frederik SPANNOGHE (BEL)/Lucien LONDOT (BEL)/Georges(Gustave) PELGRIMS (BEL)/Hendrik VAN HEUCKELUM (NED)/Raul KELECOM (BEL)/Albert DELBECQUE (BEL)/Marcel LEBOUTTE (BEL)/Alphonse RENIER (BEL)/Eugène NEEFS (BEL)/Erich THORNTON (GBR);France;Football;football;Men's
3;Mixed Team;Hedwig ROSENBAUM (BOH)/Archibald A. WARDEN (GBR);France;Tennis;mixed doubles;Mixed
3;Mixed Team;Hugh Lawrence DOHERTY (GBR)/Marion JONES Farquhar (USA);France;Tennis;mixed doubles;Mixed
3;Mixed Team;Alphonse DECUYPER (FRA)/Henri PESLIER (FRA)/Paul VASSEUR (FRA)/Jules CLÉVENOT (FRA)/Louis LAUFRAY (FRA)/Auguste PESLOY (FRA)/Thomas BURGESS (GBR);France;Water Polo;water polo;Men's
3;Mixed Team;Manuel de Escandón (MEX)/Guillermo Hayden Wright (USA)/Eustaquio de Escandón (MEX)/Pablo de Escandón (MEX);France;Polo;polo;Men's
3;Mixed Team;Robert Fournier-Sarlovèze (FRA)/Frederick Agnew Gill (GBR)/Maurice RAOUL-DUVAL (FRA)/Édouard Alphonse James de Rothschild (FRA);France;Polo;polo;Men's
1;Mixed Team;Ramon FONST (CUB)/Albertson VAN ZO POST (USA)/Manuel DIAZ (CUB);United States;Fencing;foil team;Men's
